stcofips,State,Name,wheat1950bu,wheat1954bu,wheat1959bu,wheat1964bu,wheat1969bu,wheat1974bu,wheat1978bu,wheat1982bu,wheat1987bu,wheat1992bu,wheat1997bu,wheat2002bu,wheat2007bu,wheat2012bu,wheat2017bu
01001,AL,Autauga,1513,0,21233,20555,29396,60916,19331,79196,30082,56396,50420,30767,85906,113862,20485
01003,AL,Baldwin,18,0,115130,469791,616802,156433,187885,488165,662760,408747,211291,247378,320941,583370,103107
01005,AL,Barbour,0,0,1720,270,330,2864,7781,62336,26295,4704,19400,25250,27872,27872,15826
01007,AL,Bibb,0,0,1470,135,1750,23,0,0,0,0,0,0,0,0,0
01009,AL,Blount,785,0,2956,80,750,1144,5584,157944,32071,4300,0,0,4300,7400,7400
01011,AL,Bullock,2875,0,650,0,11020,540,540,108431,7570,3670,0,1100,0,41747,0
01013,AL,Butler,0,0,150,0,7680,11360,52312,112858,33434,33434,0,0,33434,0,0
01015,AL,Calhoun,7992,0,3111,866,13476,4250,4250,95246,35576,28607,40306,27228,25135,34600,34600
01017,AL,Chambers,5820,0,5360,7341,3810,45069,6263,35226,2900,0,0,2900,6500,5950,5950
01019,AL,Cherokee,3350,0,26554,16507,15550,16229,4826,260843,115766,75749,40224,40976,69618,340717,65796
01021,AL,Chilton,280,0,1360,549,1250,17548,15362,50545,1190,0,21180,21180,21180,20813,20813
01023,AL,Choctaw,60,0,0,0,217,46,0,0,0,0,0,0,0,0,0
01025,AL,Clarke,60,0,3060,3100,8427,3012,3012,13480,12800,0,0,12800,12800,0,12800
01027,AL,Clay,1800,0,1694,485,100,0,0,0,0,0,0,0,0,0,0
01029,AL,Cleburne,1184,0,2355,0,0,55,0,0,0,0,0,55,0,0,0
01031,AL,Coffee,0,0,3305,4197,27219,9512,38095,133921,71454,69874,24129,25131,27955,261298,261298
01033,AL,Colbert,3485,0,165477,179499,196288,77967,33130,381859,134029,95212,4025,111998,22639,1112828,1620271
01035,AL,Conecuh,0,0,2707,3020,27343,13824,22983,124844,51631,12300,22580,22580,22580,57714,57714
01037,AL,Coosa,95,0,40,2,280,160,0,0,0,0,0,0,0,0,0
01039,AL,Covington,0,0,1030,10753,103988,16112,78849,228023,79766,26086,41502,11080,11080,20600,7988
01041,AL,Crenshaw,0,0,1193,6716,6873,6378,25036,67641,12159,19900,14356,1958,1958,5018,5018
01043,AL,Cullman,1546,0,1738,667,1235,13811,10020,172090,40240,16235,44024,42973,17630,63730,53735
01045,AL,Dale,0,0,1691,5535,1520,2694,7220,95352,46244,37320,44608,19866,42623,54933,30820
01047,AL,Dallas,20,0,7695,10670,29521,62786,38225,873130,158692,162689,110452,46330,194778,294058,294058
01049,AL,DeKalb,1554,0,4402,1410,1300,7011,5074,436130,100415,45913,31347,113032,80916,128387,21781
01051,AL,Elmore,1244,0,13209,10239,7245,14041,13291,103211,27935,18000,29254,29254,21671,67507,67507
01053,AL,Escambia,0,0,29998,161138,202789,177199,139342,445547,241829,121701,189022,61442,206488,214672,13189
01055,AL,Etowah,828,0,3845,2720,5027,3200,7220,76561,26560,8907,4980,375,4435,4435,0
01057,AL,Fayette,330,0,1085,1953,2925,5289,5289,42599,9400,0,0,9400,3536,0,3500
01059,AL,Franklin,2313,0,5726,4355,5438,9630,5570,79757,7410,17715,0,4770,0,45218,29509
01061,AL,Geneva,0,0,7135,5792,33717,5780,7980,194843,134598,49257,27254,59680,116986,129050,10292
01063,AL,Greene,0,0,1750,0,30960,14100,2516,269602,20525,6805,34970,34970,0,12400,0
01065,AL,Hale,0,0,5900,8755,28800,87532,50134,476321,92594,129905,106319,11000,30700,27288,0
01067,AL,Henry,0,0,2418,150,1080,43513,18888,262661,180772,83391,49007,71423,78159,87224,14472
01069,AL,Houston,50,0,11457,11934,35895,20078,39208,278522,216516,156835,157666,68783,118295,49789,49789
01071,AL,Jackson,1174,0,25990,28910,90707,100949,17086,378069,107826,100383,130158,63133,75771,224703,220562
01073,AL,Jefferson,289,0,1490,1200,0,1240,0,0,0,0,0,1240,0,0,0
01075,AL,Lamar,200,0,1955,308,3190,1443,860,45023,18044,20965,12100,12100,12100,0,12100
01077,AL,Lauderdale,67525,0,189672,93645,105424,75743,18348,432877,141116,143161,233674,122209,156624,856751,593775
01079,AL,Lawrence,890,0,83686,86717,73810,112967,35731,511370,111991,95839,139097,74800,70426,1057844,1093973
01081,AL,Lee,960,0,3152,1295,5850,2590,3477,37076,2160,1000,7400,7400,7400,16176,16176
01083,AL,Limestone,9699,0,57926,44348,50548,80935,19924,833255,207801,106424,264848,264484,352683,1977674,1921986
01085,AL,Lowndes,0,0,3340,1130,6263,16005,13220,277120,30180,30180,30180,19902,19902,19902,19902
01087,AL,Macon,225,0,2172,747,7150,13079,13866,118342,34146,17515,23375,23375,23375,23375,23375
01089,AL,Madison,17641,0,121300,100151,86821,91447,150066,1423325,451398,494861,487727,295002,464362,1118941,1444265
01091,AL,Marengo,1000,0,150,650,12750,122019,26195,529490,154535,0,0,0,154535,18950,18950
01093,AL,Marion,415,0,5085,2731,1573,15955,15955,158244,32868,59522,19944,13818,13818,13818,13818
01095,AL,Marshall,190,0,5745,9375,1760,6516,6516,170327,19990,0,47483,21874,59487,24308,24308
01097,AL,Mobile,0,0,9965,33702,38581,21404,18125,68502,141478,113131,0,0,0,91808,0
01099,AL,Monroe,80,0,2380,45772,87852,41097,48419,158384,81392,3240,17463,3839,46760,47246,9725
01101,AL,Montgomery,120,0,14770,8850,35304,37429,44903,390338,74135,47534,30742,30700,30700,42807,42807
01103,AL,Morgan,5562,0,34832,15401,25667,17675,9746,324056,67213,110139,105735,80059,88422,230490,66200
01105,AL,Perry,130,0,1050,1465,22743,33960,18009,609412,143769,56703,37408,37408,18557,168280,168280
01107,AL,Pickens,0,0,1756,168,70427,44826,4900,211600,17151,43154,92984,23500,23500,63396,63396
01109,AL,Pike,0,0,214,2601,2215,10369,22997,108399,38948,37667,22245,22722,12800,28044,28044
01111,AL,Randolph,6112,0,2389,81,50,900,900,6343,2697,5135,0,5135,0,7400,0
01113,AL,Russell,0,0,1375,75,2171,5528,6240,75764,39902,31030,20103,20464,20464,123414,123414
01115,AL,St. Clair,727,0,370,200,6500,1350,2994,30950,10408,0,0,0,0,10408,0
01117,AL,Shelby,555,0,7008,2410,3800,6820,0,0,0,0,0,8821,8821,58627,38550
01119,AL,Sumter,0,0,2424,2555,32105,60259,10350,225876,41846,2000,0,2000,0,88530,45580
01121,AL,Talladega,1290,0,18291,28086,50680,29301,41868,210345,94437,125964,156450,119058,66302,40560,40560
01123,AL,Tallapoosa,161,0,445,242,0,242,0,0,0,0,0,0,0,0,0
01125,AL,Tuscaloosa,1238,0,2085,0,9020,38052,5068,175052,115704,37950,58780,19648,26977,75626,10450
01127,AL,Walker,0,0,1420,250,400,400,0,0,0,0,0,0,0,0,0
01129,AL,Washington,0,0,8200,23190,8850,7056,5675,27777,12285,26101,53482,53482,53482,5804,0
01131,AL,Wilcox,729,0,150,180,30780,40896,31640,246368,72745,72745,35385,35385,35385,35385,2955
01133,AL,Winston,125,0,120,100,310,0,0,0,0,0,0,0,0,0,0
04001,AZ,Apache,13392,1504,740,1000,13071,13071,13071,6325,44676,44676,0,44676,0,44676,44676
04003,AZ,Cochise,5555,3558,79200,29207,282850,708271,65824,102406,65089,65089,0,182415,196216,151883,84232
04005,AZ,Coconino,32712,26856,7076,1858,890,0,0,0,0,0,0,0,0,0,0
04007,AZ,Gila,1463,0,7000,6666,0,0,0,0,0,0,0,0,0,0,0
04009,AZ,Graham,3287,2242,5075,10998,14016,135229,94160,226477,127962,42539,45181,38613,38613,38613,155292
04011,AZ,Greenlee,3867,2009,3486,1416,1014,53154,5350,57473,41460,0,0,41460,0,0,0
04013,AZ,Maricopa,444700,136991,1081800,596891,1138673,3993347,2179045,3396796,2771453,1703196,2546412,1250835,1529762,1847354,1516931
04015,AZ,Mohave,12517,3505,5000,743,6150,6150,31348,31348,29405,22799,0,0,22799,0,194534
04017,AZ,Navajo,12103,12270,9915,1500,6170,5296,4244,9538,1649,11863,0,11863,0,11863,0
04019,AZ,Pima,3140,6004,22243,2666,231060,501200,275578,544738,150142,239929,262792,648963,368156,290249,521513
04021,AZ,Pinal,92096,27058,896865,454195,493183,2659277,1557310,2748584,1408286,1018812,2259412,2520309,1794631,1639298,2671462
04023,AZ,Santa Cruz,183,0,0,0,666,0,0,0,0,0,0,0,0,0,0
04025,AZ,Yavapai,13560,11309,10160,2918,8475,60686,0,0,0,0,60686,60686,0,0,0
04027,AZ,Yuma,68930,26550,938079,210850,1383945,2976450,3286667,4724109,3327521,3754221,4100821,4899020,4670397,5398634,4710580
05001,AR,Arkansas,3316,0,8816,35110,39230,52048,28945,2532905,2242152,3255356,4898394,3798644,3232782,1781675,354645
05003,AR,Ashley,0,0,0,24618,0,815,815,406405,71896,182881,171544,353330,332358,337015,95920
05005,AR,Baxter,2143,0,779,0,0,2200,0,0,0,0,0,0,0,0,0
05007,AR,Benton,19548,0,46947,48078,47839,29177,38658,123156,33050,48082,41320,43928,43928,35120,27917
05009,AR,Boone,13661,0,7040,182,300,530,0,0,0,0,0,0,0,0,0
05011,AR,Bradley,0,0,25,1092,6000,0,0,0,0,0,0,0,0,0,0
05013,AR,Calhoun,0,0,0,929,4400,0,0,4400,2415,0,0,0,0,0,0
05015,AR,Carroll,12755,0,774,1691,4260,4080,0,0,0,2250,0,8400,8400,8400,0
05017,AR,Chicot,2448,0,20444,392262,139184,216380,278980,2998418,890730,655907,420251,802091,741508,969105,134380
05019,AR,Clark,0,0,0,0,4075,0,4075,233662,74709,9530,24989,13695,13695,13695,13695
05021,AR,Clay,17064,0,215885,765716,507741,597044,759987,2149381,1317530,1290971,1179902,931252,307679,391226,142585
05023,AR,Cleburne,0,0,110,0,9230,2869,10462,42746,5194,5194,0,0,5194,5194,0
05025,AR,Cleveland,70,0,0,220,400,300,0,0,0,0,0,0,0,0,0
05027,AR,Columbia,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0
05029,AR,Conway,5660,0,40586,41431,27425,22277,21342,380255,269438,327290,269814,377745,187455,221756,110082
05031,AR,Craighead,1611,0,254198,1510283,476814,489649,501278,1831679,600503,516645,647237,540133,508039,442543,295078
05033,AR,Crawford,6491,0,79508,149986,45885,78201,34139,256884,128643,116164,148638,162756,25867,300898,82198
05035,AR,Crittenden,11545,0,257130,1157142,925761,810299,1032434,4999406,2420411,2194467,1464567,2899987,1970198,1865149,547872
05037,AR,Cross,6055,0,72372,505452,455165,474531,616017,2136469,1657306,2179143,1713889,1537217,1270422,1073973,299311
05039,AR,Dallas,0,0,460,0,10868,0,0,0,0,0,0,0,0,0,0
05041,AR,Desha,1075,0,17855,128913,142797,76922,81945,1765583,657068,635265,833787,791611,1349019,500774,109667
05043,AR,Drew,212,0,0,14535,12733,16882,7510,313455,83435,88471,149713,162272,257733,77757,76444
05045,AR,Faulkner,120,0,7594,5087,6510,13442,16164,326015,79985,34000,109780,113534,65805,62467,62467
05047,AR,Franklin,2071,0,17992,14235,8050,16670,16670,76336,86265,15518,15518,15518,15518,15518,0
05049,AR,Fulton,3117,0,962,0,2162,1692,4400,4400,6340,0,0,3200,3200,0,0
05051,AR,Garland,262,0,376,75,0,0,0,0,0,0,0,0,0,0,0
05053,AR,Grant,0,0,315,160,0,0,0,0,0,0,0,0,0,4080,0
05055,AR,Greene,2927,0,102080,522722,318040,335972,417654,1404223,781243,610960,469386,547673,238012,379623,148640
05057,AR,Hempstead,800,0,1200,50,1125,421,421,315638,99964,0,0,99964,0,99964,0
05059,AR,Hot Spring,136,0,755,2050,450,300,15350,18910,12285,0,0,12285,0,0,0
05061,AR,Howard,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
05063,AR,Independence,20843,0,126848,378238,158031,164490,176765,713805,489104,625496,375437,352661,203601,157391,47489
05065,AR,Izard,270,0,291,222,1380,2000,4586,18962,1312,0,4650,4650,4650,4650,4650
05067,AR,Jackson,7493,0,100928,449782,156133,362873,309840,1757085,1422124,1856952,1666871,1600177,830340,1099190,348747
05069,AR,Jefferson,0,0,8515,82635,46201,110022,120724,2129546,784165,718981,995862,1617026,1781706,1100044,217809
05071,AR,Johnson,8380,0,32620,50313,12380,18246,7743,59125,47965,36949,29638,52998,12578,72715,72715
05073,AR,Lafayette,570,0,0,300,2995,12402,140444,683360,190387,194294,295624,323856,473742,377174,141343
05075,AR,Lawrence,2890,0,29404,156469,186375,202816,318631,927612,847949,997032,996196,713922,297371,323294,19965
05077,AR,Lee,1215,0,55438,220485,156565,221338,124040,3333329,2214542,2727391,2349614,1608737,1442930,1584755,255045
05079,AR,Lincoln,0,0,3623,13764,10350,59336,52563,1098913,681633,191023,471025,523305,306519,448059,120155
05081,AR,Little River,1200,0,1240,600,1190,13890,56740,444049,279355,162598,336869,319283,188193,304467,185449
05083,AR,Logan,22116,0,31283,57406,14245,12142,39063,95847,46329,40785,73375,130625,43308,80900,80900
05085,AR,Lonoke,1255,0,9394,34049,20487,59613,89440,3120599,1276024,1640877,1899234,1546741,1287619,764868,178004
05087,AR,Madison,5150,0,1641,7249,5560,4381,4381,10319,5586,6865,0,0,0,6865,0
05089,AR,Marion,1585,0,515,142,3540,0,0,0,0,0,0,0,0,0,0
05091,AR,Miller,540,0,1456,2952,710,41523,107042,984117,223835,164603,270302,207180,1084646,993628,241626
05093,AR,Mississippi,38988,0,771406,3436256,1299563,1559126,1651737,5620060,3359099,2560138,1884768,1557941,1233790,1543188,580406
05095,AR,Monroe,560,0,14297,14926,25135,10097,60360,1689699,853688,911258,1490596,1475031,1182819,1626204,441195
05097,AR,Montgomery,1046,0,240,0,0,0,0,0,0,0,0,0,0,0,0
05099,AR,Nevada,0,0,0,0,0,0,0,54227,6540,0,0,0,6540,0,0
05101,AR,Newton,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05103,AR,Ouachita,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0
05105,AR,Perry,770,0,3750,16718,6076,3340,23850,123745,29828,6953,17601,17601,17601,40872,40872
05107,AR,Phillips,1945,0,60511,416791,52506,160678,257907,4688619,2178085,1669633,2433032,1537613,1801722,1908378,496884
05109,AR,Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05111,AR,Poinsett,9098,0,105184,1100716,395905,349924,244238,1710544,1014107,1113394,887349,1284214,880890,1001671,312622
05113,AR,Polk,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05115,AR,Pope,3096,0,15927,31603,19893,21024,23569,222238,73638,124779,112716,150752,31739,177535,177535
05117,AR,Prairie,867,0,6010,35771,46146,32269,79329,2045575,1321815,1617374,1478294,1751179,1203016,394632,90107
05119,AR,Pulaski,3895,0,74045,92848,55205,65863,71542,947298,405051,456290,569170,449768,236438,259916,23000
05121,AR,Randolph,4329,0,57177,116890,134714,144983,121900,545898,449958,665596,426317,224166,108085,95060,95060
05123,AR,St. Francis,1170,0,175557,501804,278110,468425,427930,2763524,1688791,2576085,1785690,1803530,1469025,1178488,130898
05125,AR,Saline,117,0,0,12,0,356,0,0,0,0,0,0,0,0,0
05127,AR,Scott,732,0,0,0,0,150,0,0,0,0,0,0,0,0,0
05129,AR,Searcy,4655,0,735,0,1600,46,0,0,0,0,0,0,0,0,0
05131,AR,Sebastian,1086,0,12848,16053,3987,3810,3810,71476,3210,32206,75319,25046,6134,17904,17904
05133,AR,Sevier,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0
05135,AR,Sharp,587,0,1746,2374,2000,5100,5100,38194,4780,1600,0,0,0,0,0
05137,AR,Stone,2947,0,550,665,0,0,0,665,4050,0,0,0,0,0,0
05139,AR,Union,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
05141,AR,Van Buren,50,0,890,281,800,128,0,0,0,0,0,0,0,0,0
05143,AR,Washington,18789,0,13808,22938,10246,10500,40265,49208,12873,14865,5977,5672,5672,25400,25400
05145,AR,White,565,0,5179,21250,35720,102649,85471,962543,419296,353537,464415,715157,207173,173818,72072
05147,AR,Woodruff,1524,0,40320,109480,138576,285309,160788,1636109,1190608,1422812,1693022,1690928,933653,982018,318995
05149,AR,Yell,4895,0,27832,30877,14730,43887,35199,303560,163685,117080,151067,111352,38910,26055,26055
06001,CA,Alameda,52543,31102,32642,7962,2773,15266,29750,153759,82177,56693,0,0,0,56693,0
06003,CA,Alpine,2565,740,65,60,0,0,0,0,0,0,0,0,0,0,0
06005,CA,Amador,7491,7125,2466,334,3431,4194,0,0,0,44420,0,0,44420,0,44420
06007,CA,Butte,340266,236574,213393,75779,329507,895374,1355709,570633,594054,493852,258926,71957,175201,136176,136176
06009,CA,Calaveras,1506,466,666,0,125,0,0,0,0,0,0,0,0,0,0
06011,CA,Colusa,239237,157937,152933,147770,1225740,2185353,2224911,1817482,1806685,2581549,2973325,1814825,1546749,1080820,529998
06013,CA,Contra Costa,53835,23185,37585,21066,22124,156811,141626,311449,118291,167149,91692,73786,51942,664281,664281
06015,CA,Del Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06017,CA,El Dorado,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06019,CA,Fresno,2454130,491967,631523,298837,1188589,1391726,284312,8014102,3192077,2116338,2956133,4129753,3045130,5833793,3087441
06021,CA,Glenn,146834,74087,105559,40347,653284,1470156,1409570,1241669,1582547,1774671,1344030,477121,611514,382004,253457
06023,CA,Humboldt,3155,1680,0,0,0,0,0,0,0,0,0,0,0,0,975
06025,CA,Imperial,485208,73193,103773,149779,1326676,7228477,8451172,13145109,5088901,5014469,7900407,4879207,4366550,8880319,1822527
06027,CA,Inyo,1258,639,330,0,0,0,0,0,0,0,0,0,0,0,0
06029,CA,Kern,350365,531906,455617,484787,1212747,2583340,1829891,5906054,2496631,2396382,4413897,3329900,3681204,3452162,841165
06031,CA,Kings,181668,121726,179155,123950,722934,2881765,839933,5507781,4125436,2684498,5189306,3693780,3591592,4950017,1675035
06033,CA,Lake,13791,9593,7473,3546,1158,14154,0,0,0,0,0,0,0,231,231
06035,CA,Lassen,106648,79538,61322,37126,62411,62990,135339,141187,131160,36863,66592,56949,35747,62109,74272
06037,CA,Los Angeles,148108,252651,258615,91318,175050,405286,101353,226522,31339,41137,0,34432,34432,0,34432
06039,CA,Madera,161843,170420,150926,84219,358547,294794,298043,2290136,1444209,1283743,1165598,1093704,377522,313134,182899
06041,CA,Marin,560,13745,7266,5001,5001,0,0,0,0,0,0,0,0,99,411
06043,CA,Mariposa,3129,5720,745,400,974,0,0,0,0,0,0,0,0,0,0
06045,CA,Mendocino,34229,19739,7082,467,4300,520,0,0,0,0,0,520,0,0,0
06047,CA,Merced,125330,63132,174884,51044,165724,370075,485329,1798265,1050971,925810,745413,1027562,679844,2453710,1008236
06049,CA,Modoc,264972,191898,415127,204599,286925,626928,341315,159243,204777,179230,292012,317053,445385,981004,766022
06051,CA,Mono,1076,0,0,100,37,132,0,0,0,0,0,0,0,0,0
06053,CA,Monterey,518958,431282,251829,138337,216613,160765,155542,71875,142576,257402,218446,21699,21699,69696,69696
06055,CA,Napa,116329,66615,12272,5528,658,6630,0,0,0,0,0,6630,0,0,0
06057,CA,Nevada,500,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
06059,CA,Orange,13162,8939,3458,2400,19635,731,0,0,0,0,0,0,0,0,0
06061,CA,Placer,181338,292240,148729,102166,85370,191094,170985,33756,92437,0,40592,40592,40592,21850,0
06063,CA,Plumas,11064,7140,1239,2440,5610,635,0,0,0,0,0,635,0,0,0
06065,CA,Riverside,231955,279100,155387,128278,430023,1656306,1154583,1479203,870345,1277714,883471,442762,337879,288435,934983
06067,CA,Sacramento,442623,524850,502480,405930,280143,968530,1443377,907721,1499069,1739631,644900,644957,676115,246193,225499
06069,CA,San Benito,71761,26961,20625,4628,9771,11183,11183,78650,125969,123392,33793,33793,33793,27744,10721
06071,CA,San Bernardino,20087,17383,650,639,34383,21026,21026,21026,19262,19262,86791,86791,86791,4668,4668
06073,CA,San Diego,43453,7878,18262,11135,20049,55574,45353,45353,57299,15822,61622,61622,61622,0,61622
06075,CA,San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06077,CA,San Joaquin,183499,309815,442281,467404,545773,1390170,1645163,3844092,3330166,3680106,2733033,2230664,1347612,2182113,967704
06079,CA,San Luis Obispo,1298446,1608550,1001986,256769,939498,762214,1021802,693541,456875,225651,109702,59942,71989,71989,71989
06081,CA,San Mateo,1672,475,200,0,5666,5666,0,0,0,0,0,0,0,0,0
06083,CA,Santa Barbara,121051,78939,39760,7450,186708,77191,79176,395411,60026,67432,0,0,329966,329966,24900
06085,CA,Santa Clara,22232,7367,6019,5567,0,17399,26706,38853,162302,48116,9473,9473,9473,9473,0
06087,CA,Santa Cruz,42559,0,953,2,0,0,0,0,0,0,0,0,0,0,0
06089,CA,Shasta,49404,15771,10869,11638,14773,40345,50714,158413,41398,43663,46951,23787,23787,21851,10830
06091,CA,Sierra,12261,4870,2990,1000,1150,5992,0,0,0,0,0,5992,0,0,0
06093,CA,Siskiyou,346914,309524,288390,237687,334578,657008,381955,419235,271755,276276,324537,730398,1262205,2143408,532536
06095,CA,Solano,407519,398636,479683,259536,714436,1214417,1438324,1845639,1739509,2178246,1680242,1421227,1411064,1390326,657641
06097,CA,Sonoma,26206,6559,2301,130,25741,10350,0,0,0,0,10350,10350,0,0,25355
06099,CA,Stanislaus,50735,12188,10254,16139,134025,137609,159539,792615,381216,348590,76790,305904,79567,345745,48080
06101,CA,Sutter,1086926,616813,802692,413600,845410,1194418,1386613,1331662,1715205,1787089,1574694,827235,1261588,733262,337986
06103,CA,Tehama,75001,60290,36756,21192,137833,345824,270286,333288,187270,263592,327871,175417,89365,136840,64853
06105,CA,Trinity,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0
06107,CA,Tulare,218459,775812,389805,204973,889526,2001365,743284,5069276,2360564,2480759,2047403,2570152,1763757,3246350,1195686
06109,CA,Tuolumne,4547,680,0,0,0,0,0,0,0,0,0,0,0,165,165
06111,CA,Ventura,10088,6522,7771,1620,11941,16454,2997,2997,2351,0,0,0,0,0,2351
06113,CA,Yolo,357560,382908,505988,270396,1568273,2964910,4417061,4004315,4374036,4577157,3976196,2838406,2758271,2715803,1825470
06115,CA,Yuba,60911,18887,23264,16385,51884,101008,87970,137042,128032,129408,54278,123994,123994,94603,0
08001,CO,Adams,3013894,714283,3639971,1509975,2513448,4227239,3911276,5569417,6728447,7220253,7663763,4516217,6440356,6306838,7727255
08003,CO,Alamosa,56292,16086,18772,6107,9371,58947,79270,258023,413101,711622,725346,190854,266094,157267,122710
08005,CO,Arapahoe,993691,229486,1750731,587351,940435,1042935,1051002,1208725,1684380,1489161,1851837,1290923,1651896,1002420,1308309
08007,CO,Archuleta,60528,26256,20140,11390,9077,8478,0,0,0,9980,0,0,3624,0,0
08009,CO,Baca,4687869,203863,4212286,1010185,1428341,3522024,3664471,3572769,4182690,4150060,4071150,1258451,6107211,4710723,4012111
08011,CO,Bent,388721,28309,274421,115571,239041,432791,183851,458384,314317,426145,300849,56040,585126,270666,215168
08013,CO,Boulder,458380,54379,383183,199964,173155,208842,129297,159856,186291,176295,274420,75791,116607,119429,127600
08015,CO,Chaffee,11902,8137,832,0,0,60,0,0,0,0,0,0,0,0,0
08017,CO,Cheyenne,1447391,289897,2107171,218653,1852621,3557882,2964588,5371845,3425119,4038765,5098406,1343934,6504014,4562942,8446362
08019,CO,Clear Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08021,CO,Conejos,100326,27532,18341,6938,8239,195211,147320,189287,150484,126576,248685,94284,116147,23425,36110
08023,CO,Costilla,61383,25004,9558,7261,4723,26815,324413,423613,142050,539309,464850,464850,464850,464850,162114
08025,CO,Crowley,98576,24475,78171,17104,37743,239802,239802,20847,30212,31804,48815,48815,25101,6756,6756
08027,CO,Custer,7208,922,2184,840,10984,168,0,0,0,0,0,0,0,0,0
08029,CO,Delta,79186,37656,47823,28601,41857,65024,29633,59007,32101,55119,39664,29925,11929,36270,151797
08031,CO,Denver,3860,7606,9668,30,0,0,0,0,0,30,0,0,0,0,0
08033,CO,Dolores,404582,241655,181210,201483,352837,464537,662608,556818,221719,407602,464693,113758,214830,187557,239470
08035,CO,Douglas,207102,81891,283837,102197,140782,124304,92448,100909,61233,82392,66325,12946,54824,14037,40546
08037,CO,Eagle,46516,11027,12756,8153,2755,1360,0,0,0,0,0,0,0,0,8640
08039,CO,Elbert,754687,208544,1415826,485179,784886,1205375,1040429,1493436,1070216,1226712,954913,359666,1158565,724589,603510
08041,CO,El Paso,207612,28496,220503,74922,116431,101507,86735,175734,101902,58941,145607,11781,28328,19331,15910
08043,CO,Fremont,17234,2609,11338,8780,14618,14618,12224,19908,4726,2250,0,0,2250,2250,0
08045,CO,Garfield,147990,70106,74071,53326,44959,46940,62490,59277,34675,48468,0,0,48468,48468,9493
08047,CO,Gilpin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08049,CO,Grand,24787,5688,8650,10440,3000,1500,0,0,0,0,0,0,18000,0,0
08051,CO,Gunnison,13412,250,2800,0,14060,1500,0,0,0,0,0,0,0,0,0
08053,CO,Hinsdale,255,0,0,90,0,0,0,0,0,0,0,0,0,0,0
08055,CO,Huerfano,59642,15330,54303,20569,54159,56024,20408,25907,1726,0,0,0,0,1488,1488
08057,CO,Jackson,2586,1370,1800,700,1000,0,0,0,0,0,0,0,0,0,0
08059,CO,Jefferson,339818,61220,220206,118091,123048,79425,58084,45251,32107,14337,0,0,14337,14337,14337
08061,CO,Kiowa,1245867,200661,1770643,116418,2335344,4541197,2817504,3627753,3593061,3899625,5704694,348913,7681354,3559798,5366284
08063,CO,Kit Carson,2824359,904963,4421537,2601132,2674897,6764702,4369212,10119244,9497589,8999608,9263400,3609864,9859777,7913591,11989239
08065,CO,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08067,CO,La Plata,518838,254206,224960,242261,249844,171553,185515,181467,91029,114428,105895,105895,34725,28682,38710
08069,CO,Larimer,610238,60727,576642,390560,410299,487221,242168,306340,461692,403881,490622,154359,379173,344146,179550
08071,CO,Las Animas,285750,27138,150119,48171,155652,187363,126747,160278,424972,63782,90871,90871,192050,41135,101558
08073,CO,Lincoln,1272191,485660,2686893,801719,1799195,3718927,2469958,4237899,4837591,4716272,3522120,2127687,5584365,4516495,5524694
08075,CO,Logan,2119546,1909713,2892774,2098084,3685846,4846913,4438706,4749603,5309798,2671966,3940282,2057372,4762234,4015250,4932807
08077,CO,Mesa,104074,45924,41617,16201,38781,52913,12111,16867,64554,134187,369035,323200,199446,292629,273286
08079,CO,Mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08081,CO,Moffat,570835,353873,576825,625300,933471,694490,672749,830808,624090,665639,695593,196793,188860,154275,275489
08083,CO,Montezuma,329282,225257,183627,255596,254067,382592,298217,487009,125831,193525,296192,74260,71957,398482,917138
08085,CO,Montrose,233365,171752,179281,107946,113385,176720,124485,129121,123714,156585,154368,58727,22765,45767,27840
08087,CO,Morgan,609877,547153,1297620,795517,769849,1893046,1547456,1651703,2600203,2247742,2266952,1639806,2503302,2220174,2928395
08089,CO,Otero,54141,44356,125817,123692,60162,143865,129324,289416,207499,211179,255359,119060,310983,130027,55229
08091,CO,Ouray,23701,13966,10650,6803,3271,3270,0,0,0,0,0,3000,0,0,0
08093,CO,Park,648,0,0,0,428,0,0,0,0,0,0,0,0,0,0
08095,CO,Phillips,1784954,1944153,2132729,1409873,2931871,4267257,3211987,5223958,4153544,3843585,4185973,2237278,4257106,3456790,5300991
08097,CO,Pitkin,14837,7324,15680,16375,0,0,0,0,0,0,0,0,0,0,0
